"","time","type","avg_rent"
"694","2017-12","Single-Family Residence",5.3478097496935
"695","2018-01","Single-Family Residence",5.32165163991751
"696","2018-02","Single-Family Residence",5.30401587183013
"697","2018-03","Single-Family Residence",5.30213101259934
"698","2018-04","Single-Family Residence",5.36054511491833
"699","2018-05","Single-Family Residence",5.33661564392885
"700","2018-06","Single-Family Residence",5.32632825820593
"701","2018-07","Single-Family Residence",5.35683183886256
"702","2010-02","Studio",NA
"703","2010-03","Studio",NA
"704","2010-04","Studio",NA
"705","2010-05","Studio",NA
"706","2010-06","Studio",NA
"707","2010-07","Studio",NA
"708","2010-08","Studio",NA
"709","2010-09","Studio",NA
"710","2010-10","Studio",NA
"711","2010-11","Studio",NA
"712","2010-12","Studio",NA
"713","2011-01","Studio",NA
"714","2011-02","Studio",NA
"715","2011-03","Studio",NA
"716","2011-04","Studio",NA
"717","2011-05","Studio",NA
"718","2011-06","Studio",NA
"719","2011-07","Studio",NA
"720","2011-08","Studio",NA
"721","2011-09","Studio",NA
"722","2011-10","Studio",NA
"723","2011-11","Studio",NA
"724","2011-12","Studio",NA
"725","2012-01","Studio",NA
"726","2012-02","Studio",NA
"727","2012-03","Studio",NA
"728","2012-04","Studio",NA
"729","2012-05","Studio",NA
"730","2012-06","Studio",NA
"731","2012-07","Studio",NA
"732","2012-08","Studio",NA
"733","2012-09","Studio",NA
"734","2012-10","Studio",NA
"735","2012-11","Studio",NA
"736","2012-12","Studio",NA
"737","2013-01","Studio",NA
"738","2013-02","Studio",NA
"739","2013-03","Studio",NA
"740","2013-04","Studio",NA
"741","2013-05","Studio",NA
"742","2013-06","Studio",NA
"743","2013-07","Studio",NA
"744","2013-08","Studio",NA
"745","2013-09","Studio",NA
"746","2013-10","Studio",NA
"747","2013-11","Studio",NA
"748","2013-12","Studio",NA
"749","2014-01","Studio",NA
"750","2014-02","Studio",NA
"751","2014-03","Studio",NA
"752","2014-04","Studio",NA
"753","2014-05","Studio",NA
"754","2014-06","Studio",NA
"755","2014-07","Studio",NA
"756","2014-08","Studio",NA
"757","2014-09","Studio",NA
"758","2014-10","Studio",NA
"759","2014-11","Studio",NA
"760","2014-12","Studio",NA
"761","2015-01","Studio",NA
"762","2015-02","Studio",NA
"763","2015-03","Studio",NA
"764","2015-04","Studio",NA
"765","2015-05","Studio",NA
"766","2015-06","Studio",NA
"767","2015-07","Studio",NA
"768","2015-08","Studio",NA
"769","2015-09","Studio",NA
"770","2015-10","Studio",NA
"771","2015-11","Studio",NA
"772","2015-12","Studio",NA
"773","2016-01","Studio",NA
"774","2016-02","Studio",NA
"775","2016-03","Studio",NA
"776","2016-04","Studio",NA
"777","2016-05","Studio",NA
"778","2016-06","Studio",NA
"779","2016-07","Studio",NA
"780","2016-08","Studio",NA
"781","2016-09","Studio",NA
"782","2016-10","Studio",NA
"783","2016-11","Studio",NA
"784","2016-12","Studio",NA
"785","2017-01","Studio",NA
"786","2017-02","Studio",5.54300086553737
"787","2017-03","Studio",5.55382721567415
"788","2017-04","Studio",5.5735882014029
"789","2017-05","Studio",5.59824825304338
"790","2017-06","Studio",5.61172421841092
"791","2017-07","Studio",5.62576585234335
"792","2017-08","Studio",5.58158172268412
"793","2017-09","Studio",5.56821252653373
"794","2017-10","Studio",5.53508457235242
"795","2017-11","Studio",5.47139076070384
"796","2017-12","Studio",5.49350368500935
"797","2018-01","Studio",5.449453094688
"798","2018-02","Studio",5.31886189360823
"799","2018-03","Studio",5.28929414570774
"800","2018-04","Studio",5.42205856927993
"801","2018-05","Studio",5.46300875206807
"802","2018-06","Studio",5.46708549694124
"803","2018-07","Studio",5.47961346123357
"804","2010-02","Overall",NA
"805","2010-03","Overall",NA
"806","2010-04","Overall",NA
"807","2010-05","Overall",NA
"808","2010-06","Overall",NA
"809","2010-07","Overall",NA
"810","2010-08","Overall",NA
"811","2010-09","Overall",NA
"812","2010-10","Overall",NA
"813","2010-11","Overall",NA
"814","2010-12","Overall",NA
"815","2011-01","Overall",NA
"816","2011-02","Overall",NA
"817","2011-03","Overall",NA
"818","2011-04","Overall",NA
"819","2011-05","Overall",NA
"820","2011-06","Overall",NA
"821","2011-07","Overall",NA
"822","2011-08","Overall",NA
"823","2011-09","Overall",NA
"824","2011-10","Overall",NA
"825","2011-11","Overall",NA
"826","2011-12","Overall",NA
"827","2012-01","Overall",NA
"828","2012-02","Overall",NA
"829","2012-03","Overall",NA
"830","2012-04","Overall",NA
"831","2012-05","Overall",NA
"832","2012-06","Overall",NA
"833","2012-07","Overall",NA
"834","2012-08","Overall",NA
"835","2012-09","Overall",NA
"836","2012-10","Overall",NA
"837","2012-11","Overall",NA
"838","2012-12","Overall",NA
"839","2013-01","Overall",NA
"840","2013-02","Overall",NA
"841","2013-03","Overall",NA
"842","2013-04","Overall",NA
"843","2013-05","Overall",NA
"844","2013-06","Overall",NA
"845","2013-07","Overall",NA
"846","2013-08","Overall",NA
"847","2013-09","Overall",NA
"848","2013-10","Overall",NA
"849","2013-11","Overall",NA
"850","2013-12","Overall",NA
"851","2014-01","Overall",NA
"852","2014-02","Overall",NA
"853","2014-03","Overall",NA
"854","2014-04","Overall",NA
"855","2014-05","Overall",NA
"856","2014-06","Overall",NA
"857","2014-07","Overall",NA
"858","2014-08","Overall",NA
"859","2014-09","Overall",NA
"860","2014-10","Overall",NA
"861","2014-11","Overall",NA
"862","2014-12","Overall",NA
"863","2015-01","Overall",NA
"864","2015-02","Overall",NA
"865","2015-03","Overall",NA
"866","2015-04","Overall",NA
"867","2015-05","Overall",NA
"868","2015-06","Overall",NA
"869","2015-07","Overall",NA
"870","2015-08","Overall",NA
"871","2015-09","Overall",NA
"872","2015-10","Overall",NA
"873","2015-11","Overall",NA
"874","2015-12","Overall",NA
"875","2016-01","Overall",NA
"876","2016-02","Overall",NA
"877","2016-03","Overall",NA
"878","2016-04","Overall",NA
"879","2016-05","Overall",NA
"880","2016-06","Overall",NA
"881","2016-07","Overall",NA
"882","2016-08","Overall",NA
"883","2016-09","Overall",NA
"884","2016-10","Overall",NA
"885","2016-11","Overall",NA
"886","2016-12","Overall",NA
"887","2017-01","Overall",NA
"888","2017-02","Overall",5.40409738707602
"889","2017-03","Overall",5.4229597868266
"890","2017-04","Overall",5.44036750654305
"891","2017-05","Overall",5.48278570671682
"892","2017-06","Overall",5.47952144074864
"893","2017-07","Overall",5.47622385778728
"894","2017-08","Overall",5.42445536559851
"895","2017-09","Overall",5.372963236633
"896","2017-10","Overall",5.35915752925286
"897","2017-11","Overall",5.34427167878905
"898","2017-12","Overall",5.33221011748284
"899","2018-01","Overall",5.31758511820079
"900","2018-02","Overall",5.1401529572756
"901","2018-03","Overall",5.11063885525279
"902","2018-04","Overall",5.20290986608654
"903","2018-05","Overall",5.23381750119577
"904","2018-06","Overall",5.24918943631705
"905","2018-07","Overall",5.25460089302482
